,audio_time,sampling_rate,feature_extraction,label,description
556,"[-0.00024414 -0.00027466 -0.00018311 ... -0.00028992 -0.00019836
 -0.00027466]",22050,"[[-13.96365241  -9.27383088   1.98599317 ...   0.90595778   0.87904186
   -0.65169677]
 [-13.83988425 -10.43135561   0.92497958 ...   0.19778435  -0.04085133
   -0.61546683]
 [-13.76165432 -12.44536657   0.59189992 ...   1.00809886   0.73433811
   -0.25303816]
 ...
 [-14.06803814 -10.26034657   0.91072962 ...   0.44977678   0.25076501
   -0.35748854]
 [-14.12134122 -10.59964529   0.49921822 ...  -0.24182541  -0.30823953
   -1.00885512]
 [-13.98217011 -10.88031238   0.59826202 ...  -0.71291075  -0.8358352
   -0.73878416]]",27,มะกรูด
557,"[-1.8310547e-04 -2.2888184e-04 -1.6784668e-04 ...  3.0517578e-05
 -6.1035156e-05  6.1035156e-05]",22050,"[[-1.38907498e+01 -1.18361934e+01  1.74428804e+00 ...  5.99782090e-01
  -8.38706509e-02 -1.39758585e-01]
 [-1.38918620e+01 -1.13335016e+01  2.71608361e+00 ...  5.40494235e-01
   1.25668573e-01 -3.64319667e-01]
 [-1.41071186e+01 -1.12875713e+01  1.04449934e+00 ...  5.31761245e-01
  -6.58078944e-03  5.49373492e-02]
 ...
 [-1.38616851e+01 -1.21324061e+01  1.66520617e+00 ... -8.60079274e-01
   1.52574881e-01  2.09229643e-01]
 [-1.38331737e+01 -1.25829946e+01  1.70365991e+00 ... -1.60576062e+00
  -1.11268882e-02  7.35305150e-01]
 [-1.37114839e+01 -1.27466664e+01  7.15216276e-01 ... -4.66210488e-01
  -1.20614461e+00  1.07109304e-01]]",27,มะกรูด
558,"[-0.00024414 -0.0002594  -0.00021362 ... -0.00024414 -0.00024414
 -0.00021362]",22050,"[[-14.25710632 -11.26375999   3.75765132 ...   0.13609021  -0.49816778
   -1.10237412]
 [-14.09632147  -9.89142648   3.02462665 ...   0.02402714   0.30922048
    0.17363947]
 [-14.12815376  -9.79134285   0.49968744 ...  -1.27195758   0.18571543
   -0.04104074]
 ...
 [-13.86245252 -11.38760474   0.52106097 ...   2.10311602   0.89877927
    0.55719796]
 [-13.86258305 -11.52104594  -0.81844206 ...   0.93326947  -0.45730785
    0.5063782 ]
 [-13.93169717 -11.46168055  -1.89681582 ...   1.18077318   1.23361181
    0.63884863]]",27,มะกรูด
559,"[-1.5258789e-05  3.0517578e-05 -6.1035156e-05 ... -6.1035156e-05
  3.0517578e-05 -1.5258789e-05]",22050,"[[-1.39086094e+01 -1.05085632e+01 -5.03796011e-02 ... -4.67970967e-01
   1.56292325e-01 -2.08690110e-02]
 [-1.38524034e+01 -1.12874414e+01 -5.91922626e-01 ... -3.01798574e-01
   1.46979406e-02  2.05688263e-02]
 [-1.36820314e+01 -1.14889662e+01  3.17534938e-01 ... -9.50938714e-01
  -5.58326608e-01  3.70021648e-03]
 ...
 [-1.39997569e+01 -1.00393331e+01  3.05795368e+00 ...  6.53347678e-01
   7.36851480e-02 -3.49848095e-01]
 [-1.40510775e+01 -1.16388459e+01  5.15734813e-01 ... -6.36839311e-02
  -5.24410599e-01 -5.97272627e-02]
 [-1.39570310e+01 -1.15909834e+01  1.46386850e+00 ... -1.10925400e-01
  -4.15711579e-01 -5.48985740e-01]]",27,มะกรูด
560,"[ 0.0000000e+00 -1.5258789e-05 -4.5776367e-05 ... -2.4414062e-04
 -2.2888184e-04 -2.5939941e-04]",22050,"[[-13.92297932 -10.95403011   0.14751606 ...   0.93220458   1.42851307
    1.15827152]
 [-13.96063492 -11.06714609  -0.85659193 ...   0.91600078   1.04190726
    0.48293654]
 [-13.93194278 -10.52226789  -1.68306443 ...  -0.36157923  -0.2782794
    0.26302521]
 ...
 [-14.17658484 -10.92143803   2.12545897 ...   0.35211196  -0.27027291
   -0.90203902]
 [-13.79609856 -11.9858172    1.65408576 ...  -0.8438653   -1.25202985
   -2.23701281]
 [-13.96008467 -11.70692777   3.03438593 ...   0.52758761   0.5506855
    0.12242363]]",28,มะเขือพวง
561,"[-1.0681152e-04 -1.5258789e-04 -9.1552734e-05 ...  1.5258789e-05
 -3.0517578e-05  1.5258789e-05]",22050,"[[-1.39850443e+01 -9.52944862e+00  1.71239599e+00 ...  6.78871079e-01
  -5.71194415e-01 -3.72061021e-01]
 [-1.39977603e+01 -1.01745821e+01 -1.19931355e-01 ... -3.57020624e-01
  -1.88609086e+00 -5.76640644e-01]
 [-1.41820053e+01 -9.87434823e+00  1.12367341e+00 ... -1.22863490e+00
  -1.83096582e+00 -8.97932215e-01]
 ...
 [-1.40062500e+01 -1.05121997e+01  3.11762400e+00 ... -1.42101079e+00
  -1.21053416e+00 -5.38239028e-01]
 [-1.42760165e+01 -1.01095717e+01  3.55504569e+00 ... -1.32302631e+00
  -9.50094130e-01 -4.57633749e-01]
 [-1.39984644e+01 -1.05472055e+01  1.47743284e+00 ...  1.89532743e-03
  -1.58168837e-01 -8.26769572e-01]]",28,มะเขือพวง
562,"[-0.00019836 -0.00016785 -0.00024414 ... -0.00022888 -0.00024414
 -0.00027466]",22050,"[[-14.12047032 -12.93362123   1.09855943 ...  -0.64549042   0.20617795
    0.79035085]
 [-14.07810796 -12.58833805   2.50004503 ...  -0.44344882  -0.70778902
   -1.05971462]
 [-14.1676999  -13.0545977    1.24196337 ...   1.07485955   0.61057212
   -0.15601886]
 ...
 [-14.1301132  -11.79505532  -0.56911069 ...   1.09341667   0.68985291
   -0.05343758]
 [-13.86284268 -12.07451335  -0.33493732 ...   0.73757507   0.12262907
   -0.39492765]
 [-13.97712256 -12.02691945   1.84055243 ...   0.32933702  -0.04202632
   -0.77271499]]",28,มะเขือพวง
563,"[-0.0002594  -0.00021362 -0.00030518 ... -0.00035095 -0.00013733
 -0.00033569]",22050,"[[-1.41015009e+01 -1.20211296e+01  5.16300749e-01 ... -1.00973586e+00
  -2.70796293e-01  5.01257396e-01]
 [-1.36644329e+01 -1.16182684e+01  8.84066657e-01 ... -1.06197040e+00
  -8.03339691e-01  2.71520864e-01]
 [-1.39171372e+01 -1.18833885e+01  1.82262817e+00 ... -1.20693240e+00
  -1.20531691e+00 -1.69644000e+00]
 ...
 [-1.39110209e+01 -1.26430459e+01  3.15933264e+00 ...  9.42727436e-02
   3.00458499e-01 -7.14715313e-01]
 [-1.37099520e+01 -1.23474732e+01  2.58113860e+00 ...  1.61973672e-01
   3.63285485e-01 -1.28008066e-01]
 [-1.39501347e+01 -1.11834186e+01  7.46567073e-01 ...  9.93154703e-03
  -5.65167556e-01 -8.00923383e-01]]",28,มะเขือพวง
564,"[-3.0517578e-05 -1.0681152e-04 -7.6293945e-05 ...  7.6293945e-05
 -6.1035156e-05  4.5776367e-05]",22050,"[[-13.77557246 -12.15199093   0.19766433 ...  -1.08084967  -0.8877227
    0.15115335]
 [-13.99401557 -10.5514817    1.84891556 ...  -0.35808217  -0.33122854
   -0.74903259]
 [-13.80920319 -11.62512553   1.57836812 ...   0.34812335   0.57843697
    0.06941501]
 ...
 [-13.98998294 -11.33746231  -0.54315891 ...  -0.62234557  -0.56811152
   -0.43496145]
 [-14.05962418 -10.37593287  -0.05156711 ...   0.70914535  -1.11637182
   -0.90333068]
 [-13.90074404  -9.77681521   0.93103995 ...   1.05474805  -0.63525022
   -0.22509562]]",28,มะเขือพวง
565,"[ 1.5258789e-05 -6.1035156e-05  4.5776367e-05 ... -6.1035156e-05
 -1.8310547e-04 -9.1552734e-05]",22050,"[[-13.93630759 -10.6204889    2.33623357 ...   0.6098128    0.19831768
   -0.07326452]
 [-13.84734172 -10.27753261   0.31834049 ...   0.65486083  -0.63242434
   -0.69851197]
 [-13.94279775 -11.25845934  -0.57005917 ...  -0.27433904  -0.98171932
   -1.22150646]
 ...
 [-13.88444865 -11.37367878  -0.32919368 ...   0.47979806   0.45508551
   -1.57497107]
 [-13.87460103 -10.17632908   1.62764547 ...   0.62892223  -0.26455777
   -1.32696614]
 [-14.05161292  -9.76636482   2.67874288 ...  -0.69629256  -0.72300004
   -0.87087554]]",28,มะเขือพวง
566,"[-2.4414062e-04 -2.4414062e-04 -2.7465820e-04 ... -1.2207031e-04
 -4.5776367e-05 -6.1035156e-05]",22050,"[[-14.19291595 -11.36213963   2.85843249 ...  -0.8897422    0.98591221
    0.9384544 ]
 [-14.02117351 -12.56365717   1.53594297 ...  -0.2925059    0.45052524
    0.06846226]
 [-14.01831155 -11.73493147   2.66368807 ...   0.3812917    0.6882048
    0.34291939]
 ...
 [-14.01065648  -9.55004886   1.45427166 ...   0.83151998   0.45614109
   -0.0607214 ]
 [-14.11192792 -10.15362883   4.01731407 ...   0.61176079   0.41720466
    0.03136102]
 [-14.04587635  -8.97076937   3.25364748 ...   0.28744868  -0.15008662
   -0.62391364]]",28,มะเขือพวง
567,"[-6.1035156e-05 -1.2207031e-04 -1.5258789e-04 ...  1.5258789e-05
 -3.0517578e-05  4.5776367e-05]",22050,"[[-13.96396325 -10.35617958  -0.72604137 ...   1.99053163  -0.09436396
   -0.49225928]
 [-13.84498006  -9.74306119   1.54373681 ...   0.89687327   0.61500066
   -0.17778797]
 [-13.84367352 -11.50091673  -0.06499312 ...  -0.02046246  -0.71752011
   -0.56291854]
 ...
 [-14.0365899  -11.38341637  -1.85052383 ...   1.14337368   1.1657709
   -0.75833936]
 [-13.93176632 -11.08169921   1.20304595 ...   1.24731447  -0.43582749
   -0.58186968]
 [-13.68004961 -11.01275003   0.85260273 ...   0.62987485  -0.20447524
   -1.23591041]]",28,มะเขือพวง
568,"[-1.0681152e-04 -3.0517578e-05 -1.5258789e-05 ... -2.5939941e-04
 -2.1362305e-04 -2.8991699e-04]",22050,"[[-13.99918719 -11.24231727  -0.47415573 ...   0.4411867    0.12121191
   -0.67138286]
 [-13.98672023 -10.2156324    2.86116577 ...   0.28221012  -0.29405663
   -0.39705802]
 [-14.01616228 -11.46112729  -0.05093278 ...  -1.10001446  -0.65416316
   -1.10618774]
 ...
 [-13.79817032 -13.58487303   1.58167069 ...   0.60812714   1.29578604
    0.27425603]
 [-14.01947119 -12.77296148   3.43894081 ...   0.46445999   1.06543353
   -0.09132588]
 [-14.29708737 -10.93531197   4.15979671 ...  -0.79997112  -0.05590522
   -1.14840026]]",28,มะเขือพวง
569,"[ 3.0517578e-05 -7.6293945e-05  7.6293945e-05 ... -2.1362305e-04
 -2.5939941e-04 -2.4414062e-04]",22050,"[[-13.93324935 -11.72281432   0.53127458 ...   0.11963846   0.19530853
   -0.43455169]
 [-13.98511233  -9.84738364   1.26444312 ...   0.5571988    0.20527793
    0.22609028]
 [-13.76393354 -11.5110191   -0.61914078 ...   1.91430825   1.5111185
    1.23662799]
 ...
 [-13.88382296 -10.39293761   0.85044846 ...   0.30266993   0.04305067
   -0.55802111]
 [-13.98197239 -10.62359052   0.17278667 ...   0.56002266   0.72709048
   -0.15133716]
 [-14.08838719 -10.69363009   1.38832027 ...   0.48937658   0.33803724
    0.17014904]]",28,มะเขือพวง
570,"[ 0.0000000e+00 -1.5258789e-05  1.5258789e-05 ... -1.8310547e-04
  6.1035156e-05 -6.1035156e-05]",22050,"[[-13.74811421 -11.06891106   0.05795866 ...   0.07274889   0.41981154
    0.69080246]
 [-13.8070292  -11.66610737   0.8887253  ...   0.07416018   0.39713611
    0.80210286]
 [-13.96238967 -11.53938423   2.0411922  ...  -0.56014376   0.88695069
   -0.1786742 ]
 ...
 [-14.08077554 -12.36073752   2.29466656 ...   0.21912512   0.27414773
    0.24515586]
 [-13.95169657 -12.39213997   1.56944693 ...   0.58074886   0.64260735
   -0.70250648]
 [-14.1081691  -10.92277809   3.4780889  ...   0.33508697   0.61386688
   -1.30988705]]",28,มะเขือพวง
571,"[-0.00024414 -0.0002594  -0.00022888 ... -0.00022888 -0.0002594
 -0.00024414]",22050,"[[-14.07836076 -12.83428333   1.96312373 ...   1.25061289   0.43520637
    0.29195095]
 [-13.96791716 -12.56808688   1.08911542 ...   0.85504321   0.93617478
    0.95812095]
 [-13.86229455 -10.83870242   0.08067535 ...   0.45985351   0.19344732
    0.59093658]
 ...
 [-13.96617859 -11.76762307   1.4251176  ...   0.76169118   2.32101758
    2.19901756]
 [-14.0989542   -9.96629062   2.09235614 ...   0.41864857   0.59994319
    0.28425861]
 [-13.9011151  -10.08035428   2.82915126 ...   0.1271983    0.11451604
   -0.8409412 ]]",28,มะเขือพวง
572,"[-0.00024414 -0.0002594  -0.00022888 ... -0.0002594  -0.00018311
 -0.00033569]",22050,"[[-14.00189392 -11.50793688   0.16669116 ...  -1.31749644  -1.13478098
   -0.44141504]
 [-13.930974   -10.87127336  -0.18829151 ...   1.07822786   0.581387
   -0.07271868]
 [-13.66737036 -11.25482679   1.43278834 ...   1.6039652    0.03040376
   -1.07541929]
 ...
 [-14.05917402  -9.59609702   0.36239361 ...   0.76545306   0.7957973
    0.76775661]
 [-14.16807406  -9.33506863   0.16157351 ...   1.71106393   0.79018489
    0.22715085]
 [-14.24425033  -8.92557764   1.56125183 ...  -0.16053716   0.1557769
   -1.03416253]]",28,มะเขือพวง
573,"[-0.00022888 -0.00028992 -0.00019836 ...  0.         -0.00013733
 -0.00022888]",22050,"[[-13.98258869 -10.8057555    1.8707871  ...   0.35626717   0.1094908
   -0.29774469]
 [-13.85910818 -11.74924882   1.84925597 ...   0.64177434   0.3872994
    0.39316242]
 [-13.85323851 -11.60798191   1.25369966 ...  -0.05699698   0.25247084
    0.77572845]
 ...
 [-14.17896104 -10.02451002   0.40911831 ...   0.51209353  -0.45520746
    0.12238644]
 [-14.25041787 -10.19448328   1.17317078 ...   1.20055155  -0.24497229
   -0.47065668]
 [-14.06013399 -10.42018436   2.43832629 ...   1.53659146  -0.39636577
   -0.93300935]]",28,มะเขือพวง
574,"[ 0.0000000e+00 -1.5258789e-05  1.5258789e-05 ...  4.5776367e-05
 -1.5258789e-05 -2.1362305e-04]",22050,"[[-13.73398469 -11.16716242  -0.34764974 ...  -1.01136029   0.91694307
    0.24070658]
 [-14.20466894 -11.84905829  -0.46379971 ...  -1.72296062  -0.89878343
   -0.70787284]
 [-14.34008076 -11.66043671   2.2690526  ...   0.0848194   -0.11645399
    0.06835173]
 ...
 [-13.93187951 -12.00490152  -1.47923391 ...   0.68259352   0.87236221
    0.35463882]
 [-13.92846153 -11.61285387  -0.77705653 ...   1.31551928   1.15929854
   -1.41321018]
 [-13.84018975  -9.50466809   1.02355497 ...  -0.12096197  -0.33092012
   -0.27260396]]",28,มะเขือพวง
575,"[-0.00012207 -0.00013733 -0.00010681 ... -0.00016785 -0.00016785
 -0.00018311]",22050,"[[-14.21773563 -10.6329744    1.4436904  ...  -0.245138    -0.99765028
    0.22520124]
 [-14.10356954 -11.73628846   1.64412503 ...  -1.40013098  -0.50218493
    1.15500141]
 [-13.84618941 -11.36464201   1.33505466 ...  -0.35884568   1.07259564
    1.4694337 ]
 ...
 [-13.90903563 -11.74072306  -1.31724659 ...   0.97466711  -0.49648816
   -1.03209506]
 [-14.02551893 -11.95742195  -0.71183952 ...   0.17557823  -0.09420775
   -1.07750489]
 [-13.97834491 -11.13619286  -0.36746164 ...   0.65277898   0.37153908
   -0.6720233 ]]",28,มะเขือพวง
576,"[-6.1035156e-05 -1.2207031e-04 -1.8310547e-04 ... -2.2888184e-04
 -1.8310547e-04 -3.0517578e-05]",22050,"[[-14.06427191 -10.64284558  -1.62797876 ...   1.23722965   0.97404892
    0.75112893]
 [-14.08581818  -8.86678145   1.22618427 ...   0.95954706   0.32401238
    0.12420055]
 [-14.13729113  -9.95003541  -0.13677777 ...  -0.30427864  -0.76346676
   -1.0238268 ]
 ...
 [-13.77529575 -10.23657635   0.72362787 ...   0.51989674   0.48223065
    0.83406446]
 [-13.83188446 -10.23914763   0.06532311 ...   0.59028117   1.17849301
    0.77126418]
 [-13.91823849 -10.76854922   0.02369216 ...  -0.15349969   0.9654405
    0.91756093]]",28,มะเขือพวง
577,"[-2.4414062e-04 -2.7465820e-04 -1.8310547e-04 ...  4.5776367e-05
 -3.0517578e-05 -1.5258789e-05]",22050,"[[-1.39794120e+01 -1.04318787e+01 -5.49165262e-01 ...  1.01092802e+00
   9.39970563e-01  1.37442146e-02]
 [-1.40066616e+01 -1.11083854e+01  5.76987441e-01 ...  3.54444560e-01
   7.60792171e-01  5.49990389e-01]
 [-1.40012637e+01 -1.17939371e+01  2.69933390e-01 ... -1.03350090e+00
  -4.03435133e-01  6.67277233e-01]
 ...
 [-1.39533884e+01 -1.25736835e+01  2.19023959e+00 ...  1.38029435e+00
   9.35634120e-01  2.75620559e-01]
 [-1.40589622e+01 -1.14184869e+01  4.07050400e+00 ...  1.07298683e+00
   1.03387564e+00  2.96753433e-01]
 [-1.41328262e+01 -1.10865284e+01  3.15573116e+00 ...  6.61586556e-01
   7.47301027e-01  5.27543497e-01]]",28,มะเขือพวง
578,"[ 0.0000000e+00 -1.5258789e-05  3.0517578e-05 ... -3.3569336e-04
 -1.6784668e-04 -2.8991699e-04]",22050,"[[-1.37718153e+01 -8.13876535e+00  1.94269630e-03 ...  4.32190677e-01
  -3.39827801e-01 -5.22859555e-01]
 [-1.37504638e+01 -6.50027217e+00  6.42003823e-01 ...  2.36201686e-01
  -6.41265853e-01 -4.91616799e-01]
 [-1.41407964e+01 -7.54150897e+00  5.85889688e-01 ... -8.34060125e-02
  -1.46471022e-01  1.07962139e+00]
 ...
 [-1.35638420e+01 -1.10450797e+01  2.76377954e+00 ...  7.05106683e-01
   6.34562762e-01  5.84789521e-02]
 [-1.36176784e+01 -1.29283480e+01  6.69211200e-01 ...  1.86632306e+00
   5.90734042e-01 -1.77197991e-01]
 [-1.37558905e+01 -1.31196163e+01  2.69457857e+00 ...  1.73531347e+00
   4.98052235e-01 -6.48203682e-01]]",28,มะเขือพวง
579,"[-2.2888184e-04 -1.2207031e-04 -2.4414062e-04 ...  7.6293945e-05
 -6.1035156e-05  1.5258789e-05]",22050,"[[-14.11922253 -11.7729524    3.93766881 ...   0.09845078  -0.16529405
    0.21401315]
 [-14.01162052 -11.15166899   4.05273188 ...   0.72316356   0.64299951
    0.78209376]
 [-14.197036   -10.04690936   2.61197796 ...   0.60043922   0.6411241
   -0.54872481]
 ...
 [-14.0946981  -10.90767313   4.06041815 ...   0.44885229   0.97552581
    0.66444359]
 [-13.91630973 -10.80098406   3.62304791 ...   1.32023063   1.03767248
    0.54562682]
 [-14.08441532 -13.07049557   1.89316282 ...  -0.21089379   0.77757109
    0.40706484]]",28,มะเขือพวง
580,"[-1.3732910e-04 -9.1552734e-05 -2.5939941e-04 ... -3.0517578e-04
 -1.8310547e-04 -2.7465820e-04]",22050,"[[-1.41351666e+01 -1.04328792e+01  1.50773312e+00 ...  4.89370884e-01
  -3.95905755e-01 -2.35957354e-02]
 [-1.40830935e+01 -1.05840960e+01  2.03958189e+00 ...  4.83317185e-01
  -8.47743300e-01 -4.87329417e-01]
 [-1.41364097e+01 -9.47786296e+00  7.14625921e-01 ...  1.41865900e+00
   8.40180630e-01  8.17535327e-02]
 ...
 [-1.38930929e+01 -1.09600483e+01 -9.99469720e-03 ...  1.30712534e+00
   2.02727261e+00  9.70034368e-02]
 [-1.40011556e+01 -1.11083857e+01  2.79181181e-01 ...  1.72809635e+00
   1.79263409e+00 -4.71373280e-01]
 [-1.38438229e+01 -1.19235390e+01  9.65678705e-01 ...  3.13109876e-01
   4.89588348e-01  3.46682176e-01]]",29,มะเขือเทศ
581,"[-1.0681152e-04 -6.1035156e-05 -4.5776367e-05 ... -6.1035156e-05
  4.5776367e-05 -3.0517578e-05]",22050,"[[-14.00987344 -12.83763421  -1.08766561 ...   0.21744234  -0.63540345
   -0.49116946]
 [-13.83191511 -12.32341416  -1.7937264  ...   1.09230127  -1.14842066
   -1.53773351]
 [-13.7725306  -12.62446382  -1.52528492 ...   1.22330328  -0.41662417
   -1.04077709]
 ...
 [-14.15232413 -11.11156656   2.35678249 ...  -0.41547328   0.88412748
   -0.16640536]
 [-14.22925044 -10.87916763   3.45273888 ...   0.52549074   0.28716485
    0.67435731]
 [-14.11161585 -11.52465747   2.77671333 ...   0.06455834  -1.22824526
   -0.2627045 ]]",29,มะเขือเทศ
582,"[ 0.0000000e+00 -3.0517578e-05  6.1035156e-05 ...  1.5258789e-05
 -1.5258789e-05  0.0000000e+00]",22050,"[[-13.70808042  -9.46459143  -0.18732582 ...  -0.06705662   0.27508
    0.16068544]
 [-13.85415812 -10.39007269   1.56052893 ...  -0.27704426  -0.0851447
   -0.44057402]
 [-14.00277333  -9.79780434   1.12271679 ...   0.40337219   0.63504169
   -1.06606929]
 ...
 [-13.92722121 -10.14514102   2.5075468  ...   0.41932598   0.37219398
   -0.46738885]
 [-13.98155075 -11.06423347  -1.1972626  ...   1.06951949  -0.14253141
   -0.8059076 ]
 [-13.88914405 -10.5497589    0.4164882  ...   0.83198186  -0.11826707
   -1.84971176]]",29,มะเขือเทศ
583,"[-0.00015259 -0.00021362 -0.00015259 ... -0.00015259 -0.00022888
 -0.00027466]",22050,"[[-13.74584745 -11.7652206   -0.72488966 ...   0.4742237    0.40648437
   -0.53517785]
 [-13.74835786 -10.89284564  -0.35080032 ...  -0.5478095    0.74021229
    0.28750071]
 [-14.09802622 -11.06785182  -2.01994155 ...   0.17173757   1.14123235
   -0.49014047]
 ...
 [-13.72458761 -12.47456682  -2.61493686 ...  -0.58346989  -0.67819485
    0.11779165]
 [-13.76283916 -10.85113446  -1.64970811 ...  -0.8940269   -0.86265049
   -0.77658789]
 [-13.94798633 -10.83625776  -1.70860649 ...  -0.22995825  -0.41449097
    0.09950107]]",29,มะเขือเทศ
584,"[ 0.0000000e+00 -3.0517578e-05 -1.2207031e-04 ... -1.0681152e-04
 -1.3732910e-04 -1.3732910e-04]",22050,"[[-13.88156238 -11.55287935  -1.81471355 ...   1.47209986   0.52849758
    0.15882844]
 [-13.77140068 -11.55597149  -1.7018851  ...   2.34335652   0.30458971
   -0.43628594]
 [-13.81235614 -10.59413779  -1.35296337 ...   1.18519699  -0.03669401
   -0.96606999]
 ...
 [-13.99896194 -10.95020994   3.40152327 ...   0.51740135   0.11477878
   -0.1819433 ]
 [-14.30510193 -10.72828357   3.12209295 ...   1.01805894   1.03115141
   -0.58291978]
 [-14.21232217  -9.34655693   3.41341441 ...   0.54102712   0.58145718
   -0.86762839]]",29,มะเขือเทศ
585,"[-2.5939941e-04 -1.9836426e-04 -9.1552734e-05 ... -1.6784668e-04
 -2.1362305e-04 -1.6784668e-04]",22050,"[[-13.87895677 -12.29396487  -0.49720368 ...   1.26536202   0.72869766
    0.41928015]
 [-13.82497479 -11.15943905   0.20880547 ...   0.56115745   0.20591778
    0.01562519]
 [-13.94174717 -10.62749451   0.14042782 ...  -0.53359295  -0.87632631
   -0.15853812]
 ...
 [-13.82319417 -11.84957488   0.92630746 ...   0.04105316  -0.03232298
    0.60694079]
 [-13.68189949 -12.60042669   1.56064798 ...  -1.39351047  -1.04783238
    0.2902084 ]
 [-13.76718992 -12.63600155   0.212224   ...  -1.15679548  -0.30429775
    0.62220571]]",29,มะเขือเทศ
586,"[-2.4414062e-04 -2.5939941e-04 -2.2888184e-04 ...  1.5258789e-05
 -1.5258789e-05  3.0517578e-05]",22050,"[[-14.07483307  -9.68591689   3.48358842 ...  -0.18471229  -0.14121234
   -1.2252678 ]
 [-14.020575   -10.547223     2.73817845 ...   0.7469526    0.7552963
   -0.6967049 ]
 [-13.76213043 -10.5100116    1.38586411 ...   0.8287116    0.87226645
   -0.67778066]
 ...
 [-14.05688162 -10.34988198   0.16327656 ...   0.72958995   0.39678893
    0.45859178]
 [-13.90814134 -10.41991525   1.00455621 ...   0.6557733    1.04355582
   -0.18486634]
 [-13.8062459   -9.35424502   2.1610289  ...  -0.15699519   0.09744233
   -0.6066026 ]]",29,มะเขือเทศ
